UserName;AlarmDetail;SystemDate;Company;ActivityDescription;Severity
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user367;23.05.2025 18:00;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 559581 | DB User Name: \ user204;12.10.2025 04:16;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 525515 | DB User Name: \ user325;7.01.2026 19:58;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;SRVDNZ Kritik Objeler;31.08.2025 00:08;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin5;SRVDNZ Kritik Objeler;29.01.2026 07:57;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Authorized User Changed | Alert ID: 577380 | DB User Name: \ user497;28.11.2026 17:11;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: Trigger Activities - All Database | Alert ID: 594241 | DB User Name: \ user220;10.06.2026 13:14;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin10;Alert Description: Trigger Activities - All Database | Alert ID: 569455 | DB User Name: \ user458;19.10.2025 06:05;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 508416 | DB User Name: \ user324;16.11.2025 02:05;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;ATLAS Kritik Objeler;23.02.2026 04:51;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 557767 | DB User Name: \ user332;1.07.2026 05:49;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;SRVDNZ Kritik Objeler;9.07.2025 02:08;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;SRVDNZ Kritik Objeler;12.07.2026 04:02;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser98;Alert Description: Trigger Activities - All Database | Alert ID: 584066 | DB User Name: \ user64;2.01.2026 12:15;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: KT Yakut Kritik Objeler | Alert ID: 560424 | DB User Name: \ user406;9.04.2025 23:09;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;SRVDNZ Kritik Objeler;22.07.2026 09:20;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: Trigger Activities - All Database | Alert ID: 534018 | DB User Name: \ user8;17.11.2026 07:00;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;ATLAS Kritik Objeler;4.09.2026 17:30;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;SRVDNZ Kritik Objeler;11.11.2025 08:36;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;SRVDNZ Kritik Objeler;3.06.2025 10:04;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;DENIZ Kritik Objeler;28.09.2026 09:08;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin3;Alert Description: Trigger Activities - All Database | Alert ID: 524203 | DB User Name: \ user26;27.05.2026 00:09;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 518103 | DB User Name: \ user34;30.10.2025 09:03;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;SRVDNZ Kritik Objeler;30.11.2025 03:57;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
admin42;ATLAS Kritik Objeler;2.10.2026 17:47;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;SRVDNZ Kritik Objeler;20.05.2025 10:12;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;SRVDNZ Kritik Objeler;5.01.2025 01:12;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin57;Alert Description: Trigger Activities - All Database | Alert ID: 549018 | DB User Name: \ user312;22.04.2026 13:11;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 505799 | DB User Name: \ user355;5.08.2025 10:13;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user58;18.02.2026 08:19;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user27;23.05.2026 09:57;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;ATLAS Kritik Objeler;12.04.2025 15:06;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin65;ATLAS Kritik Objeler;23.10.2026 00:57;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser47;Alert Description: KT Yakut Kritik Objeler | Alert ID: 534805 | DB User Name: \ user11;30.08.2025 05:39;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Authorized User Changed | Alert ID: 598749 | DB User Name: \ user376;3.07.2026 01:18;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 592948 | DB User Name: \ user313;20.10.2025 11:57;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 551081 | DB User Name: \ user162;26.09.2026 07:21;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;ATLAS Kritik Objeler;1.10.2025 10:24;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 580271 | DB User Name: \ user76;11.06.2025 15:27;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;DENIZ Kritik Objeler;12.09.2025 21:00;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;10.01.2026 16:43;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 513260 | DB User Name: \ user160;10.04.2026 01:32;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;ATLAS Kritik Objeler;6.06.2025 01:52;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 581362 | DB User Name: \ user342;30.10.2025 13:56;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;23.07.2026 13:13;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;16.05.2026 21:33;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;DENIZ Kritik Objeler;8.11.2025 21:49;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
audituser;DENIZ Kritik Objeler;11.06.2026 09:55;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser52;SRVDNZ Kritik Objeler;4.12.2026 00:16;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user291;25.10.2025 09:21;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;ATLAS Kritik Objeler;13.02.2025 16:59;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;ATLAS Kritik Objeler;22.12.2026 02:49;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin67;ATLAS Kritik Objeler;28.06.2026 21:36;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin97;ATLAS Kritik Objeler;15.07.2025 06:47;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;ATLAS Kritik Objeler;27.05.2025 01:08;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 541193 | DB User Name: \ user387;25.11.2025 03:11;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: Authorized User Changed | Alert ID: 541167 | DB User Name: \ user431;27.04.2026 04:14;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 541456 | DB User Name: \ user93;28.09.2026 05:58;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Authorized User Changed | Alert ID: 559836 | DB User Name: \ user162;29.07.2025 10:26;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;DENIZ Kritik Objeler;6.04.2026 09:07;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 508240 | DB User Name: \ user455;12.06.2026 22:27;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 582564 | DB User Name: \ user201;14.11.2026 01:07;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;SRVDNZ Kritik Objeler;27.10.2025 14:51;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user289;17.03.2026 17:34;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser4;Alert Description: Authorized User Changed | Alert ID: 524602 | DB User Name: \ user343;29.04.2025 01:42;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;SRVDNZ Kritik Objeler;2.06.2026 04:34;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser44;Alert Description: Authorized User Changed | Alert ID: 536500 | DB User Name: \ user24;20.08.2026 21:05;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;30.09.2026 06:49;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;ATLAS Kritik Objeler;17.09.2026 01:38;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin53;ATLAS Kritik Objeler;16.10.2026 02:09;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Authorized User Changed | Alert ID: 543726 | DB User Name: \ user237;11.10.2026 02:27;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;17.01.2026 23:41;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;DENIZ Kritik Objeler;8.07.2025 01:52;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 537704 | DB User Name: \ user130;19.12.2025 07:09;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;19.12.2025 17:27;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user417;15.02.2026 08:23;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user452;22.02.2026 21:08;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser23;DENIZ Kritik Objeler;29.11.2026 15:57;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 573572 | DB User Name: \ user197;9.02.2025 04:50;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Authorized User Changed | Alert ID: 516908 | DB User Name: \ user240;11.03.2026 22:53;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;Alert Description: Trigger Activities - All Database | Alert ID: 539342 | DB User Name: \ user45;9.03.2026 15:50;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;SRVDNZ Kritik Objeler;2.02.2026 22:01;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 515964 | DB User Name: \ user36;2.03.2026 09:30;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin7;DENIZ Kritik Objeler;3.08.2026 18:49;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: Authorized User Changed | Alert ID: 589944 | DB User Name: \ user289;29.04.2026 02:41;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 570942 | DB User Name: \ user139;3.01.2025 12:47;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: KT Yakut Kritik Objeler | Alert ID: 550184 | DB User Name: \ user185;17.12.2026 16:02;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: Authorized User Changed | Alert ID: 505683 | DB User Name: \ user314;8.06.2026 03:13;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Authorized User Changed | Alert ID: 571472 | DB User Name: \ user225;16.09.2025 15:00;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 536068 | DB User Name: \ user47;8.02.2025 16:30;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser82;Alert Description: Trigger Activities - All Database | Alert ID: 529784 | DB User Name: \ user288;28.01.2026 17:47;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Authorized User Changed | Alert ID: 578839 | DB User Name: \ user53;15.11.2025 04:28;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 506495 | DB User Name: \ user35;21.07.2026 11:54;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 556980 | DB User Name: \ user297;3.11.2025 19:43;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;SRVDNZ Kritik Objeler;22.03.2026 16:27;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user453;25.12.2026 07:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;DENIZ Kritik Objeler;7.09.2026 17:04;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user194;29.11.2025 09:56;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;1.08.2026 23:11;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser91;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user404;26.11.2026 12:36;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 595863 | DB User Name: \ user182;15.11.2026 19:28;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;SRVDNZ Kritik Objeler;11.08.2025 00:01;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin86;DENIZ Kritik Objeler;20.05.2025 01:54;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser42;Alert Description: KT Yakut Kritik Objeler | Alert ID: 503569 | DB User Name: \ user308;19.07.2026 01:47;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: Trigger Activities - All Database | Alert ID: 514186 | DB User Name: \ user422;31.10.2025 08:27;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 502874 | DB User Name: \ user319;8.04.2025 03:57;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin5;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user289;31.12.2026 20:22;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;12.11.2026 09:40;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 526489 | DB User Name: \ user290;21.05.2025 02:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
audituser;DENIZ Kritik Objeler;14.01.2025 14:12;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;DENIZ Kritik Objeler;24.02.2026 02:48;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin68;ATLAS Kritik Objeler;12.10.2025 14:29;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 533894 | DB User Name: \ user382;3.06.2026 23:03;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser83;DENIZ Kritik Objeler;4.12.2025 10:35;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Authorized User Changed | Alert ID: 564263 | DB User Name: \ user176;18.10.2025 15:46;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;Alert Description: Trigger Activities - All Database | Alert ID: 504264 | DB User Name: \ user431;24.08.2025 04:43;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin66;Alert Description: Authorized User Changed | Alert ID: 586634 | DB User Name: \ user252;5.07.2025 08:38;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user253;21.06.2026 02:10;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Authorized User Changed | Alert ID: 567464 | DB User Name: \ user199;3.08.2025 09:11;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;ATLAS Kritik Objeler;24.05.2026 12:19;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;ATLAS Kritik Objeler;8.08.2026 11:16;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 595713 | DB User Name: \ user491;26.12.2026 23:28;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin1;Alert Description: Authorized User Changed | Alert ID: 566319 | DB User Name: \ user126;19.09.2025 12:11;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser29;DENIZ Kritik Objeler;31.03.2026 11:59;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Authorized User Changed | Alert ID: 513441 | DB User Name: \ user292;10.05.2025 07:50;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;SRVDNZ Kritik Objeler;4.03.2025 05:33;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user349;24.04.2026 16:13;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 556053 | DB User Name: \ user89;16.08.2025 18:51;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user423;4.09.2026 21:41;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser40;Alert Description: KT Yakut Kritik Objeler | Alert ID: 558035 | DB User Name: \ user241;6.11.2026 04:22;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user293;6.07.2025 16:01;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;DENIZ Kritik Objeler;16.07.2025 19:27;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;DENIZ Kritik Objeler;26.02.2025 02:43;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser36;Alert Description: Trigger Activities - All Database | Alert ID: 590644 | DB User Name: \ user262;1.08.2026 05:07;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;ATLAS Kritik Objeler;15.01.2026 21:03;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Authorized User Changed | Alert ID: 522538 | DB User Name: \ user489;7.07.2025 00:18;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser68;Alert Description: Trigger Activities - All Database | Alert ID: 588728 | DB User Name: \ user130;3.02.2026 19:06;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;28.10.2025 03:32;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Authorized User Changed | Alert ID: 567760 | DB User Name: \ user220;20.01.2025 22:17;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;SRVDNZ Kritik Objeler;7.07.2025 04:12;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser60;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user216;3.07.2026 04:33;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 565918 | DB User Name: \ user28;12.08.2026 00:46;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin92;ATLAS Kritik Objeler;25.11.2025 07:04;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;SRVDNZ Kritik Objeler;5.06.2026 07:35;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;ATLAS Kritik Objeler;30.03.2026 17:39;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;ATLAS Kritik Objeler;22.04.2025 09:43;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;DENIZ Kritik Objeler;30.12.2025 07:28;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser27;Alert Description: KT Yakut Kritik Objeler | Alert ID: 575517 | DB User Name: \ user271;28.11.2025 20:16;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;ATLAS Kritik Objeler;13.07.2025 10:04;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;ATLAS Kritik Objeler;17.03.2025 01:13;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;SRVDNZ Kritik Objeler;8.05.2025 13:48;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
admin36;Alert Description: Trigger Activities - All Database | Alert ID: 553290 | DB User Name: \ user302;4.11.2025 02:11;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;DENIZ Kritik Objeler;5.01.2026 19:52;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user213;22.12.2025 04:59;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;13.08.2026 06:34;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;7.02.2026 11:31;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Authorized User Changed | Alert ID: 521931 | DB User Name: \ user85;16.10.2026 18:41;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;21.04.2026 06:12;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Authorized User Changed | Alert ID: 539456 | DB User Name: \ user292;15.12.2026 01:35;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser7;ATLAS Kritik Objeler;6.07.2025 11:18;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin62;Alert Description: KT Yakut Kritik Objeler | Alert ID: 528650 | DB User Name: \ user381;16.11.2026 03:46;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 532091 | DB User Name: \ user35;28.01.2026 07:24;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin83;ATLAS Kritik Objeler;5.08.2025 03:17;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser3;SRVDNZ Kritik Objeler;4.07.2025 15:22;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser88;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user374;29.05.2026 11:52;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user34;6.06.2025 18:42;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;SRVDNZ Kritik Objeler;16.05.2026 13:05;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;7.06.2026 02:29;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: Trigger Activities - All Database | Alert ID: 544041 | DB User Name: \ user253;4.01.2026 20:47;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
admin73;Alert Description: KT Yakut Kritik Objeler | Alert ID: 537944 | DB User Name: \ user349;14.11.2026 03:42;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;ATLAS Kritik Objeler;12.05.2025 12:08;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
